,mean,std
155660,-0.0689378795252764,0.02740988108397225
001250,-0.008209823506589702,0.029641738289636902
082740,0.3597854417803631,0.03643104289674468
011070,-0.17271681863690266,0.027111699391108992
010060,-0.044268308707237546,0.032996688910897416
064960,-0.1968234457474559,0.02351590833237711
001740,-0.08220088665903252,0.019311367647157233
096770,-0.03649566544568517,0.018442473094692224
011810,-0.331794250275488,0.027136947523752182
024070,-0.14069046775426894,0.013679023087577
011420,-0.1917919331094148,0.0288992174226269
267290,-0.020459128106218843,0.017721895429929305
012320,-0.016539227239097735,0.02913254927256592
010130,-0.03829454748060025,0.017602467760082802
002240,-0.12284739862083863,0.019087315262412034
014530,0.000487385779319663,0.01646840075434713
013700,0.15657202191911543,0.029991645076487036
003920,-0.03827001193406625,0.011904704030413996
014160,0.14509964599590916,0.026468104359156648
003220,-0.07054055622509162,0.021821598213418343
005880,0.027220624956400447,0.031099405650012877
023450,0.02233866377257805,0.009455601922091288
000640,-0.05004954682131884,0.017819905782403424
001520,0.047823675575594124,0.024981900645399503
000150,0.016747216072812664,0.02116862381564423
115390,-0.08558712136139902,0.023330310078181662
023530,0.046670784498707325,0.021344900943585834
027740,0.15927098245416466,0.043877624065395165
015540,0.11154671709356845,0.04189750000672309
204210,-0.08081620508102097,0.013829220700016217
009200,0.08769694241923158,0.0242952601332465
001270,-0.0342781904018297,0.01566549308316881
006400,0.06148851996095565,0.02592541270607313
207940,0.08766931263725061,0.037278421146720045
068290,0.03369025436642084,0.036610116866338145
029780,-0.04594086491035391,0.014119029334652177
000810,0.012024891351425098,0.01344397089329748
000070,-0.13920917793082604,0.028721944533428547
005680,-0.006173113705835895,0.026389977402657402
003720,-0.0831047607722555,0.03164721828633358
001290,0.12247409533937934,0.04484733075250589
007610,0.3107786610449555,0.05979957331779318
136490,-0.10301727389687505,0.020935821896609634
091090,0.14991565133629584,0.0468298967903236
011930,-0.22993679948366164,0.026269431276007095
006880,-0.07223496567510684,0.025927402620531868
019170,-0.016388590551554803,0.03436035013476871
293940,0.09860803022866124,0.008789105200486716
055550,-0.07986740863289246,0.014641015848699054
011090,-0.07452776904266288,0.033084281984209256
012280,0.010829054616751873,0.024099452300402047
105840,0.06476181191815737,0.03735517177573026
005820,-0.07025069899916964,0.01923629601752384
008600,-0.03538707853544438,0.03202477407989724
033270,-0.07170038773846092,0.029959976227236198
047400,-0.06739655657697989,0.032722433220174395
088260,0.048870855269275995,0.011359783627146885
023800,0.13858364854440397,0.038054036576539246
249420,-0.0030671440711563655,0.025784651976167743
271980,0.08495453412997815,0.03686286571600387
001560,0.03942554945729964,0.019396558248512732
002620,-0.08887884603934407,0.03104485856265725
089590,0.012569263411506203,0.026213746219448077
018470,-0.06953194745845745,0.02297698907597631
002600,-0.1741453360395121,0.015841474990124893
071320,-0.08813486561716916,0.016245955887839298
088790,-0.02615513796459746,0.015473080806409346
109070,0.35520026662323934,0.06820677180230299
007810,-0.3491112413850979,0.028084325348319318
192820,0.08471013456662392,0.029048394812485046
120110,-0.15639814552353912,0.021842049792165107
138490,-0.12266190933348342,0.01705012124064592
020120,-0.004749158661824456,0.03681477356054439
003240,0.024204734605551052,0.02164899860357805
004100,-0.05176743894409042,0.030088239363232558
003670,0.2550673190013843,0.03536868589106904
033180,0.81592162042041,0.07598270921536446
039130,-0.1268399821910844,0.027668422903960314
006200,0.018579690929083698,0.018596018654465113
