,mean,b1
051500,-0.0014003166091852998,0.8773938263958533
083660,0.0013985116635383767,1.3521552986184173
130500,-0.0010585921152863932,0.6126322190025819
083450,-0.0038804918004086324,1.4519278949720495
067290,-0.00038314266923504466,1.3149584273986052
024120,-0.0009724102343216664,0.33676118064119687
114450,0.001008425998021808,1.5761844600649497
089230,0.0008978190684785308,0.8426086216267807
032540,-0.0010775758825038392,0.5730194596180977
051390,0.00043636190158221906,0.3399728187700032
094480,-0.0025480197794449273,1.2126018173845194
198440,0.003625271020603416,1.4291508538656654
307280,0.0004694379066274637,-0.10409357441350456
089600,-0.0033448031105238482,0.9175450745527693
085910,-0.0005191240902555905,0.47366911507221743
007390,0.0006304052280846742,1.0404470202866973
031390,0.0012032077520063118,2.0127530197111643
012340,-0.0005464073642156823,1.2656957067018653
085670,0.00019640240182897345,1.69541569518569
078140,-0.0011630483530654337,0.7570604570312809
054670,-0.0008308673847088037,1.3700896211431108
023910,-8.293222045005033e-05,0.632929687617515
213420,-0.0017340390495748702,1.1683803792666665
206560,-0.00246118853050516,1.5970413430283124
006620,-0.0031115017072152174,0.977690186438296
066900,3.779812604782846e-05,0.5378584935311159
127120,-0.0006563106471223362,1.3529664928446195
092070,-0.0024383075352255477,0.9584834442130008
039840,-0.0005982391489540148,1.0223532156199706
033130,6.214343793062157e-06,0.7488107185846851
263020,-0.012985174160816808,0.8570990208377396
290550,0.08809095272347134,21.07805422074931
038390,-2.5361315557829114e-05,0.08662589606868079
302550,0.0014311959300112962,0.7979904463899177
005990,-0.0014057415964561708,0.8689537364554001
257370,-0.00490786354551813,2.6020069746409886
250060,0.004380144296804083,0.25865645762735967
118990,-0.0015177572413210476,0.7004123141357426
028040,-0.0005547807814631653,1.2307393781967
049950,-0.0015871485178783741,1.3870925639667573
213090,-0.0005086780736780729,0.9213580994889374
053030,9.785834969525575e-05,1.8107656627062299
008470,0.0004812119439845254,0.5324660177633647
018290,0.0038103219100248326,0.9082873377536356
023600,0.0014115290510963486,0.5235288233963956
009300,0.000666671999391912,0.8501061950244655
042940,0.0027825202013627755,0.41728757231045205
189860,0.0025291229239276323,0.3233158350054587
080470,0.0010999406149102826,1.367343181479972
011560,-0.0006850847579615262,1.0248355020446
258830,-0.006264354407322255,1.384005360289716
230980,0.0015702929668674212,1.2706499091998413
253840,0.00167990045773111,-0.07823837344533197
236200,0.0008260649472277086,1.1677317444357689
049830,0.0003306829946736706,1.0370739338488348
222800,-0.0015726186215535164,1.1142326986920814
217330,-0.013093933692285765,2.3879333695986276
136510,-0.0019672240774815464,1.1704004514675674
047920,-0.0010329375419020248,1.2887965469774996
036170,0.0007870081206442658,1.385203738387331
040910,-0.002593747788523427,1.1752397474820735
114810,-0.001818700483675898,1.204083426037415
